"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","stage","reference","specificity","n_donors","donors_positive","donor_support","median_donor_effect"
0.348346898486065,0.282580396666884,0.155,0.13,1,"DENND5A","identity","migrating+mature",0.025,NA,NA,NA,NA
0.348407933532652,0.592419266743976,0.111,0.092,1,"EFCAB14","identity","migrating+mature",0.019,NA,NA,NA,NA
0.35118656403522,0.432816058784058,0.147,0.123,1,"TUNAR","identity","migrating+mature",0.024,NA,NA,NA,NA
0.351243520855075,0.337123197327371,0.226,0.199,1,"DHCR7","identity","migrating+mature",0.027,NA,NA,NA,NA
0.352777040269303,0.356437372456242,0.167,0.142,1,"PPP2R3B","identity","migrating+mature",0.025,NA,NA,NA,NA
0.355819611099568,0.712810921991874,0.147,0.127,1,"VASH1","identity","migrating+mature",0.02,NA,NA,NA,NA
0.356786716819583,0.26857415222114,0.284,0.256,1,"HTRA2","identity","migrating+mature",0.028,NA,NA,NA,NA
0.358462323292058,0.328934989385054,0.267,0.241,1,"ZNF570","identity","migrating+mature",0.026,NA,NA,NA,NA
0.359426220938849,0.413445019755687,0.229,0.209,1,"PAPOLG","identity","migrating+mature",0.02,NA,NA,NA,NA
0.359429518193127,0.341106799843665,0.12,0.098,1,"MAGEL2","identity","migrating+mature",0.022,NA,NA,NA,NA
0.362811860383294,0.411604388500357,0.1,0.079,1,"GUCD1","identity","migrating+mature",0.021,NA,NA,NA,NA
0.363448563893768,0.483910518191744,0.109,0.089,1,"NCDN","identity","migrating+mature",0.02,NA,NA,NA,NA
0.364193588725324,0.328801514093055,0.185,0.161,1,"ADSL","identity","migrating+mature",0.024,NA,NA,NA,NA
0.366328635564545,0.291206918983256,0.331,0.307,1,"SOS1","identity","migrating+mature",0.024,NA,NA,NA,NA
0.366812047652371,0.439776177539255,0.109,0.089,1,"ATP2B1-AS1","identity","migrating+mature",0.02,NA,NA,NA,NA
0.367055321499985,0.364528131673931,0.199,0.174,1,"DPM1","identity","migrating+mature",0.025,NA,NA,NA,NA
0.369568564085887,0.296847566079975,0.152,0.13,1,"RNF138","identity","migrating+mature",0.022,NA,NA,NA,NA
0.369888251371037,0.251011770206147,0.126,0.104,1,"MFN2","identity","migrating+mature",0.022,NA,NA,NA,NA
0.371316762891662,0.406961605459671,0.235,0.215,1,"RAB39B","identity","migrating+mature",0.02,NA,NA,NA,NA
0.371809755755597,0.314551052951512,0.106,0.085,1,"PTX3","identity","migrating+mature",0.021,NA,NA,NA,NA
0.372442611225422,0.342404646822318,0.311,0.288,1,"MMGT1","identity","migrating+mature",0.023,NA,NA,NA,NA
0.373524986187199,0.268784567779381,0.39,0.361,1,"PSMG3","identity","migrating+mature",0.029,NA,NA,NA,NA
0.37463615737131,0.372118590273024,0.235,0.215,1,"MAPK1","identity","migrating+mature",0.02,NA,NA,NA,NA
0.374814616329678,0.428951154208108,0.15,0.127,1,"EFTUD2","identity","migrating+mature",0.023,NA,NA,NA,NA
0.377402386544775,0.327832871151104,0.12,0.098,1,"MMP15","identity","migrating+mature",0.022,NA,NA,NA,NA
0.378249154092495,0.289799283696498,0.126,0.104,1,"METTL3","identity","migrating+mature",0.022,NA,NA,NA,NA
0.378665108975958,0.397615894317038,0.22,0.196,1,"RAPH1","identity","migrating+mature",0.024,NA,NA,NA,NA
0.379734781911261,0.301800859363107,0.17,0.149,1,"CTBP1-DT","identity","migrating+mature",0.021,NA,NA,NA,NA
0.380167692980004,0.362145361764977,0.176,0.155,1,"TTC13","identity","migrating+mature",0.021,NA,NA,NA,NA
0.380501708699949,0.484355797548677,0.173,0.152,1,"ANXA7","identity","migrating+mature",0.021,NA,NA,NA,NA
0.381855886771214,0.260419214825318,0.405,0.399,1,"HM13","identity","migrating+mature",0.006,NA,NA,NA,NA
0.381884652288973,0.489663764976492,0.129,0.108,1,"GNA11","identity","migrating+mature",0.021,NA,NA,NA,NA
0.385960732501074,0.392597710628572,0.103,0.082,1,"ZXDC","identity","migrating+mature",0.021,NA,NA,NA,NA
0.388375865841578,0.351170010262824,0.22,0.199,1,"ATG4D","identity","migrating+mature",0.021,NA,NA,NA,NA
0.388847401647338,0.369490629347093,0.196,0.171,1,"SOCS6","identity","migrating+mature",0.025,NA,NA,NA,NA
0.389061435294883,0.692924552391468,0.123,0.104,1,"MGME1","identity","migrating+mature",0.019,NA,NA,NA,NA
0.392785694765317,0.298043859062642,0.22,0.196,1,"TMED3","identity","migrating+mature",0.024,NA,NA,NA,NA
0.39562412641985,0.334918290266608,0.217,0.196,1,"RPL39L","identity","migrating+mature",0.021,NA,NA,NA,NA
0.396553294132091,0.27725675712944,0.126,0.104,1,"ASXL2","identity","migrating+mature",0.022,NA,NA,NA,NA
0.3970214467033,0.277522979502213,0.24,0.215,1,"ZNF143","identity","migrating+mature",0.025,NA,NA,NA,NA
0.398101494717351,0.276715373048038,0.22,0.196,1,"WDR44","identity","migrating+mature",0.024,NA,NA,NA,NA
0.399027700426745,0.272070234599662,0.135,0.114,1,"CNPPD1","identity","migrating+mature",0.021,NA,NA,NA,NA
0.400431356698157,0.351813764956943,0.135,0.114,1,"CLCC1","identity","migrating+mature",0.021,NA,NA,NA,NA
0.403017359483968,0.297059535942805,0.411,0.405,1,"DPF1","identity","migrating+mature",0.00599999999999995,NA,NA,NA,NA
0.403185043962403,0.48198769280318,0.223,0.206,1,"ZIC4","identity","migrating+mature",0.017,NA,NA,NA,NA
0.403249416972687,0.27218310303592,0.161,0.139,1,"ZNF121","identity","migrating+mature",0.022,NA,NA,NA,NA
0.404064434276334,0.318503006779171,0.155,0.133,1,"ZNF441","identity","migrating+mature",0.022,NA,NA,NA,NA
0.40451554853635,0.44355010261292,0.12,0.101,1,"GRK5","identity","migrating+mature",0.019,NA,NA,NA,NA
0.407078553109347,0.326777319845011,0.238,0.218,1,"BID","identity","migrating+mature",0.02,NA,NA,NA,NA
0.407090335825204,0.444568784995574,0.117,0.098,1,"BIN3","identity","migrating+mature",0.019,NA,NA,NA,NA
0.408171665999001,0.25862151983061,0.276,0.256,1,"PDRG1","identity","migrating+mature",0.02,NA,NA,NA,NA
0.408260627969665,0.442898287636567,0.103,0.085,1,"RNF25","identity","migrating+mature",0.018,NA,NA,NA,NA
0.412872784158542,0.326102213360436,0.328,0.316,1,"MALSU1","identity","migrating+mature",0.012,NA,NA,NA,NA
0.413164445983926,0.389195755568693,0.117,0.098,1,"TRMT1","identity","migrating+mature",0.019,NA,NA,NA,NA
0.413500458137177,0.726605458823257,0.12,0.101,1,"CPSF4","identity","migrating+mature",0.019,NA,NA,NA,NA
0.4150005889361,0.340291834154164,0.123,0.104,1,"SHROOM2","identity","migrating+mature",0.019,NA,NA,NA,NA
0.419036508058076,0.28002408361119,0.138,0.12,1,"ANKH","identity","migrating+mature",0.018,NA,NA,NA,NA
0.419883601776704,0.266448914160106,0.431,0.415,1,"CRK","identity","migrating+mature",0.016,NA,NA,NA,NA
0.423130466808999,0.499740527652334,0.103,0.085,1,"CRB2","identity","migrating+mature",0.018,NA,NA,NA,NA
0.42336535451838,0.593805135521966,0.103,0.085,1,"NUP98","identity","migrating+mature",0.018,NA,NA,NA,NA
0.425599480466282,0.28973751461292,0.326,0.307,1,"FAM96A","identity","migrating+mature",0.019,NA,NA,NA,NA
0.427694126591174,0.404629489551022,0.161,0.142,1,"FGD1","identity","migrating+mature",0.019,NA,NA,NA,NA
0.428147513667955,0.252526208362253,0.179,0.155,1,"DHTKD1","identity","migrating+mature",0.024,NA,NA,NA,NA
0.42834610576073,0.367774229786322,0.106,0.089,1,"RCE1","identity","migrating+mature",0.017,NA,NA,NA,NA
0.431147070599681,0.374104508431603,0.214,0.196,1,"ZNF566","identity","migrating+mature",0.018,NA,NA,NA,NA
0.432122521934473,0.311882590145226,0.132,0.114,1,"TMEM8B","identity","migrating+mature",0.018,NA,NA,NA,NA
0.432804763874895,0.384227562614208,0.135,0.117,1,"GTF2E2","identity","migrating+mature",0.018,NA,NA,NA,NA
0.433013872595258,0.335483042362555,0.135,0.117,1,"ARL5A","identity","migrating+mature",0.018,NA,NA,NA,NA
0.433075388445766,0.334356336937716,0.144,0.127,1,"HPCAL1","identity","migrating+mature",0.017,NA,NA,NA,NA
0.43394198492964,0.276462949753642,0.138,0.117,1,"RTP1","identity","migrating+mature",0.021,NA,NA,NA,NA
0.435224850986594,0.290351315417326,0.305,0.282,1,"DTX3","identity","migrating+mature",0.023,NA,NA,NA,NA
0.436787799168137,0.25844594005035,0.358,0.342,1,"C1orf131","identity","migrating+mature",0.016,NA,NA,NA,NA
0.437084517770534,0.315723236742785,0.123,0.104,1,"BANP","identity","migrating+mature",0.019,NA,NA,NA,NA
0.437089007721244,0.270025453934419,0.155,0.136,1,"COG2","identity","migrating+mature",0.019,NA,NA,NA,NA
0.438092475414502,0.254097596486422,0.164,0.142,1,"NDFIP2","identity","migrating+mature",0.022,NA,NA,NA,NA
0.439644715620807,0.351038655653921,0.261,0.237,1,"CHST1","identity","migrating+mature",0.024,NA,NA,NA,NA
0.439726384940714,0.340481640834216,0.123,0.104,1,"SNTB2","identity","migrating+mature",0.019,NA,NA,NA,NA
0.44079611049703,0.360970626734642,0.15,0.13,1,"RNF4","identity","migrating+mature",0.02,NA,NA,NA,NA
0.441200427844535,0.301889489340422,0.15,0.13,1,"BCL9L","identity","migrating+mature",0.02,NA,NA,NA,NA
0.445943516405369,0.279564251524024,0.226,0.209,1,"DOCK11","identity","migrating+mature",0.017,NA,NA,NA,NA
0.450604272025358,0.448485728572765,0.176,0.158,1,"VRK3","identity","migrating+mature",0.018,NA,NA,NA,NA
0.45073731868426,0.36741406753216,0.126,0.108,1,"MAP3K3","identity","migrating+mature",0.018,NA,NA,NA,NA
0.451778008694038,0.505643326898042,0.114,0.098,1,"CARD8","identity","migrating+mature",0.016,NA,NA,NA,NA
0.45406063797841,0.306769705552239,0.126,0.108,1,"EBF4","identity","migrating+mature",0.018,NA,NA,NA,NA
0.456751389251904,0.371283835355539,0.17,0.152,1,"THAP7","identity","migrating+mature",0.018,NA,NA,NA,NA
0.461155390254223,0.397952414019433,0.487,0.509,1,"LMO4","identity","migrating+mature",-0.022,NA,NA,NA,NA
0.461865160496261,0.250561438401123,0.199,0.177,1,"PUS3","identity","migrating+mature",0.022,NA,NA,NA,NA
0.462812842044443,0.399843538483112,0.111,0.095,1,"GMNN","identity","migrating+mature",0.016,NA,NA,NA,NA
0.463224724372853,0.276019640884139,0.217,0.196,1,"ZNF146","identity","migrating+mature",0.021,NA,NA,NA,NA
0.464981724826929,0.320238204878707,0.334,0.316,1,"GPATCH11","identity","migrating+mature",0.018,NA,NA,NA,NA
0.465156698764978,0.255908432532467,0.337,0.323,1,"CSNK1D","identity","migrating+mature",0.014,NA,NA,NA,NA
0.466262142021363,0.448231067182483,0.135,0.12,1,"SOCS7","identity","migrating+mature",0.015,NA,NA,NA,NA
0.468555724270381,0.270349550464908,0.238,0.215,1,"TLNRD1","identity","migrating+mature",0.023,NA,NA,NA,NA
0.469413977478268,0.659238017347249,0.109,0.095,1,"TMEM185A","identity","migrating+mature",0.014,NA,NA,NA,NA
0.470462933416004,0.529899230246175,0.114,0.098,1,"C19orf24","identity","migrating+mature",0.016,NA,NA,NA,NA
0.472439734074072,0.25855509732335,0.428,0.415,1,"DCTN5","identity","migrating+mature",0.013,NA,NA,NA,NA
0.473790936978392,0.376063098256973,0.111,0.095,1,"ZNF484","identity","migrating+mature",0.016,NA,NA,NA,NA
0.474624846311991,0.257710846452428,0.138,0.12,1,"NUMBL","identity","migrating+mature",0.018,NA,NA,NA,NA
0.475715311525749,0.458083624312383,0.138,0.12,1,"ACP2","identity","migrating+mature",0.018,NA,NA,NA,NA
0.476111404682905,0.266752659509435,0.167,0.149,1,"GPR85","identity","migrating+mature",0.018,NA,NA,NA,NA
0.477867372641652,0.276187741633452,0.185,0.165,1,"SLC43A2","identity","migrating+mature",0.02,NA,NA,NA,NA
0.482255764292468,0.401145846294203,0.194,0.177,1,"TOLLIP","identity","migrating+mature",0.017,NA,NA,NA,NA
0.483542748847439,0.422052315301164,0.117,0.101,1,"CTNNAL1","identity","migrating+mature",0.016,NA,NA,NA,NA
0.483568237782572,0.369905121346978,0.205,0.187,1,"ZDHHC16","identity","migrating+mature",0.018,NA,NA,NA,NA
0.483701256226015,0.315734639352483,0.173,0.152,1,"SNRPA","identity","migrating+mature",0.021,NA,NA,NA,NA
0.487181911337656,0.253426363265211,0.132,0.114,1,"ZBTB17","identity","migrating+mature",0.018,NA,NA,NA,NA
0.490712051599059,0.276615211206699,0.12,0.104,1,"DUOX1","identity","migrating+mature",0.016,NA,NA,NA,NA
0.490792820296021,0.250867222259865,0.188,0.168,1,"TMEM161B-AS1","identity","migrating+mature",0.02,NA,NA,NA,NA
0.49097649160563,0.26338645311737,0.449,0.43,1,"ITM2C","identity","migrating+mature",0.019,NA,NA,NA,NA
0.491055993052844,0.254021115761368,0.355,0.335,1,"ZC3H18","identity","migrating+mature",0.02,NA,NA,NA,NA
0.495592868463656,0.256763808194395,0.372,0.351,1,"CELSR2","identity","migrating+mature",0.021,NA,NA,NA,NA
0.495941098401917,0.321623579059816,0.144,0.127,1,"TP53INP2","identity","migrating+mature",0.017,NA,NA,NA,NA
0.50023175409633,0.267093516211542,0.1,0.085,1,"DMPK","identity","migrating+mature",0.015,NA,NA,NA,NA
0.501216058577094,0.486549611661807,0.106,0.092,1,"HECA","identity","migrating+mature",0.014,NA,NA,NA,NA
0.503410878666477,0.326986519754737,0.144,0.127,1,"NIPA1","identity","migrating+mature",0.017,NA,NA,NA,NA
0.504990014502056,0.283940344750449,0.299,0.291,1,"ADI1","identity","migrating+mature",0.00800000000000001,NA,NA,NA,NA
0.505523327160026,0.333779383496077,0.249,0.234,1,"OSER1","identity","migrating+mature",0.015,NA,NA,NA,NA
0.507095696354972,0.403200695686646,0.176,0.161,1,"PDCD11","identity","migrating+mature",0.015,NA,NA,NA,NA
0.507237528352105,0.252656077828932,0.126,0.111,1,"CDK7","identity","migrating+mature",0.015,NA,NA,NA,NA
0.513834770740269,0.35079485854242,0.158,0.139,1,"FAM210A","identity","migrating+mature",0.019,NA,NA,NA,NA
0.514445190714071,0.418530176906225,0.106,0.092,1,"CPSF1","identity","migrating+mature",0.014,NA,NA,NA,NA
0.519785203710659,0.309692895336028,0.346,0.332,1,"MYO1B","identity","migrating+mature",0.014,NA,NA,NA,NA
0.521767525588887,0.296042410145931,0.1,0.085,1,"OSBPL6","identity","migrating+mature",0.015,NA,NA,NA,NA
0.522233454614015,0.267274154991551,0.129,0.114,1,"AC092835.1","identity","migrating+mature",0.015,NA,NA,NA,NA
0.525491472334592,0.331556465609036,0.1,0.085,1,"PPIL6","identity","migrating+mature",0.015,NA,NA,NA,NA
0.529085648987881,0.300220139370961,0.114,0.101,1,"CACNA1C","identity","migrating+mature",0.013,NA,NA,NA,NA
0.530834855242683,0.291816065765933,0.1,0.085,1,"ARVCF","identity","migrating+mature",0.015,NA,NA,NA,NA
0.531877513449698,0.313131865742288,0.226,0.209,1,"WDTC1","identity","migrating+mature",0.017,NA,NA,NA,NA
0.53405884565024,0.308289281058426,0.202,0.18,1,"CMTR2","identity","migrating+mature",0.022,NA,NA,NA,NA
0.534142142224191,0.268684955559233,0.232,0.215,1,"FAM118B","identity","migrating+mature",0.017,NA,NA,NA,NA
0.536970477228754,0.276751554046841,0.223,0.209,1,"ERGIC1","identity","migrating+mature",0.014,NA,NA,NA,NA
0.538922969972449,0.30969386881691,0.188,0.171,1,"LARP1B","identity","migrating+mature",0.017,NA,NA,NA,NA
0.540472799039117,0.552582570452326,0.144,0.133,1,"GEMIN7","identity","migrating+mature",0.011,NA,NA,NA,NA
0.543960423213756,0.33885808436483,0.188,0.174,1,"HMG20A","identity","migrating+mature",0.014,NA,NA,NA,NA
0.545447997235724,0.28745076203377,0.111,0.098,1,"AC005726.5","identity","migrating+mature",0.013,NA,NA,NA,NA
0.547346446569949,0.262439027339682,0.258,0.244,1,"PDK2","identity","migrating+mature",0.014,NA,NA,NA,NA
0.54926131926458,0.582327962033975,0.114,0.101,1,"HOOK2","identity","migrating+mature",0.013,NA,NA,NA,NA
0.552407954191994,0.331141836773932,0.188,0.171,1,"MCF2L","identity","migrating+mature",0.017,NA,NA,NA,NA
0.554108191174074,0.322167623974213,0.114,0.101,1,"PARN","identity","migrating+mature",0.013,NA,NA,NA,NA
0.554358959921921,0.466556370029379,0.132,0.12,1,"RNF149","identity","migrating+mature",0.012,NA,NA,NA,NA
0.561213825846697,0.380571684620304,0.155,0.139,1,"PEX11B","identity","migrating+mature",0.016,NA,NA,NA,NA
0.567410908289286,0.291349719052643,0.135,0.12,1,"VPS37B","identity","migrating+mature",0.015,NA,NA,NA,NA
0.575850897500429,0.291968656553064,0.141,0.127,1,"PLXNB2","identity","migrating+mature",0.014,NA,NA,NA,NA
0.578579052982783,0.36195427873121,0.144,0.13,1,"CRTC1","identity","migrating+mature",0.014,NA,NA,NA,NA
0.579432912813295,0.327222349427761,0.158,0.146,1,"TMEM68","identity","migrating+mature",0.012,NA,NA,NA,NA
0.579650302941145,0.287915403753555,0.164,0.149,1,"DHX16","identity","migrating+mature",0.015,NA,NA,NA,NA
0.580345358818837,0.261131069454899,0.182,0.168,1,"SLC16A9","identity","migrating+mature",0.014,NA,NA,NA,NA
0.581812283570109,0.271930430481895,0.191,0.177,1,"TMUB2","identity","migrating+mature",0.014,NA,NA,NA,NA
0.592100629829371,0.397739299031864,0.211,0.199,1,"AK1","identity","migrating+mature",0.012,NA,NA,NA,NA
0.593811507846729,0.339308818185371,0.135,0.123,1,"TIGAR","identity","migrating+mature",0.012,NA,NA,NA,NA
0.596618431908605,0.292417614023904,0.1,0.089,1,"PREB","identity","migrating+mature",0.011,NA,NA,NA,NA
0.597746669797292,0.366510884370258,0.138,0.127,1,"ZNF224","identity","migrating+mature",0.011,NA,NA,NA,NA
0.598273851696675,0.505226815876933,0.114,0.104,1,"NEURL1","identity","migrating+mature",0.01,NA,NA,NA,NA
0.602399292794265,0.378168582555866,0.103,0.092,1,"ZNF699","identity","migrating+mature",0.011,NA,NA,NA,NA
0.603711468618235,0.264875436736838,0.173,0.161,1,"FRAT2","identity","migrating+mature",0.012,NA,NA,NA,NA
0.604071478786451,0.256404787324575,0.103,0.092,1,"ZNF487","identity","migrating+mature",0.011,NA,NA,NA,NA
0.606874271627798,0.282282974688526,0.106,0.12,1,"AC005523.2","identity","migrating+mature",-0.014,NA,NA,NA,NA
0.613803208404159,0.383745471528567,0.188,0.177,1,"LIX1L","identity","migrating+mature",0.011,NA,NA,NA,NA
0.620745120845423,0.27227220891371,0.147,0.136,1,"GTPBP6","identity","migrating+mature",0.011,NA,NA,NA,NA
0.62223757588871,0.326312349824236,0.24,0.225,1,"RBSN","identity","migrating+mature",0.015,NA,NA,NA,NA
0.622662440634489,0.255142300961586,0.141,0.13,1,"VAMP4","identity","migrating+mature",0.011,NA,NA,NA,NA
0.624499138481124,0.342666899711442,0.361,0.37,1,"NSRP1","identity","migrating+mature",-0.00900000000000001,NA,NA,NA,NA
0.628987969308227,0.309532661339616,0.182,0.171,1,"OSBPL11","identity","migrating+mature",0.011,NA,NA,NA,NA
0.636221436117986,0.284341392340839,0.223,0.212,1,"ZPR1","identity","migrating+mature",0.011,NA,NA,NA,NA
0.637432161577338,0.28842659205138,0.111,0.101,1,"BCOR","identity","migrating+mature",0.01,NA,NA,NA,NA
0.63866256284379,0.255295503242729,0.117,0.108,1,"ZNF346","identity","migrating+mature",0.00900000000000001,NA,NA,NA,NA
0.638863232079113,0.258027571702895,0.232,0.222,1,"GOLT1B","identity","migrating+mature",0.01,NA,NA,NA,NA
0.639198255036903,0.394182615747352,0.117,0.108,1,"BICRA","identity","migrating+mature",0.00900000000000001,NA,NA,NA,NA
0.642511055300664,0.384239595086805,0.109,0.098,1,"RPS6KB2","identity","migrating+mature",0.011,NA,NA,NA,NA
0.643650486835322,0.340975852706992,0.12,0.111,1,"C6orf120","identity","migrating+mature",0.00899999999999999,NA,NA,NA,NA
0.644883549110447,0.282105225410724,0.114,0.104,1,"DNMT3B","identity","migrating+mature",0.01,NA,NA,NA,NA
0.646211559226854,0.395128183277017,0.138,0.13,1,"LYRM7","identity","migrating+mature",0.00800000000000001,NA,NA,NA,NA
0.654569376906412,0.331653034998233,0.167,0.155,1,"SRRD","identity","migrating+mature",0.012,NA,NA,NA,NA
0.656148733498468,0.293333968208696,0.296,0.288,1,"POR","identity","migrating+mature",0.00800000000000001,NA,NA,NA,NA
0.657986918875802,0.439823243270448,0.103,0.095,1,"PGS1","identity","migrating+mature",0.00799999999999999,NA,NA,NA,NA
0.660496997052063,0.255857409810071,0.176,0.168,1,"UBR2","identity","migrating+mature",0.00799999999999998,NA,NA,NA,NA
0.66149461420913,0.329242601681182,0.161,0.152,1,"TNFAIP1","identity","migrating+mature",0.00900000000000001,NA,NA,NA,NA
0.66264367884017,0.325295885761724,0.188,0.177,1,"ORC6","identity","migrating+mature",0.011,NA,NA,NA,NA
0.665035985655553,0.271677311574002,0.299,0.294,1,"TMED7","identity","migrating+mature",0.005,NA,NA,NA,NA
0.665070067390512,0.280409546374942,0.235,0.228,1,"FBXW2","identity","migrating+mature",0.00699999999999998,NA,NA,NA,NA
0.666509816495255,0.409173831997862,0.214,0.209,1,"ENC1","identity","migrating+mature",0.005,NA,NA,NA,NA
0.666825983356804,0.278385183786784,0.199,0.19,1,"UNC119","identity","migrating+mature",0.00900000000000001,NA,NA,NA,NA
0.667160322507663,0.318250017845133,0.123,0.117,1,"BOLA3-AS1","identity","migrating+mature",0.00599999999999999,NA,NA,NA,NA
0.679647145322676,0.282217072589172,0.158,0.149,1,"TMEM80","identity","migrating+mature",0.00900000000000001,NA,NA,NA,NA
0.683567698179238,0.31098889685591,0.161,0.155,1,"PI4KA","identity","migrating+mature",0.006,NA,NA,NA,NA
0.68401877411178,0.255232875881529,0.117,0.108,1,"MYO18A","identity","migrating+mature",0.00900000000000001,NA,NA,NA,NA
0.685203413463751,0.269272652254553,0.103,0.095,1,"ARHGAP29","identity","migrating+mature",0.00799999999999999,NA,NA,NA,NA
0.686017485018409,0.319162955091986,0.1,0.092,1,"DNAJC3","identity","migrating+mature",0.00800000000000001,NA,NA,NA,NA
0.691825715204536,0.252838477820623,0.147,0.136,1,"SRC","identity","migrating+mature",0.011,NA,NA,NA,NA
0.692632269860254,0.322682150980061,0.258,0.25,1,"PACS1","identity","migrating+mature",0.00800000000000001,NA,NA,NA,NA
0.693136790325094,0.254111132890197,0.1,0.092,1,"ZNF780B","identity","migrating+mature",0.00800000000000001,NA,NA,NA,NA
0.69323802831218,0.294528346923867,0.135,0.127,1,"COX15","identity","migrating+mature",0.00800000000000001,NA,NA,NA,NA
0.693814321826443,0.253323853312131,0.235,0.234,1,"PTPN2","identity","migrating+mature",0.000999999999999973,NA,NA,NA,NA
0.698397786702183,0.300357845196396,0.173,0.161,1,"FCF1","identity","migrating+mature",0.012,NA,NA,NA,NA
0.699900327566022,0.282322127212041,0.223,0.218,1,"GANAB","identity","migrating+mature",0.005,NA,NA,NA,NA
0.708055380255711,0.354371373185863,0.1,0.092,1,"AC008393.1","identity","migrating+mature",0.00800000000000001,NA,NA,NA,NA
0.708118165085037,0.779901433773814,0.17,0.168,1,"ZNF503","identity","migrating+mature",0.002,NA,NA,NA,NA
0.710467798604747,0.291782901852318,0.103,0.095,1,"PLCG1","identity","migrating+mature",0.00799999999999999,NA,NA,NA,NA
0.71094041522188,0.274305789121796,0.147,0.139,1,"ZYX","identity","migrating+mature",0.00799999999999998,NA,NA,NA,NA
0.711577717843482,0.259277200210784,0.252,0.253,1,"KAZN","identity","migrating+mature",-0.001,NA,NA,NA,NA
0.721817495877168,0.274235205331075,0.109,0.101,1,"MCCC1","identity","migrating+mature",0.00799999999999999,NA,NA,NA,NA
0.723023397847565,0.295009627598839,0.185,0.177,1,"PAXIP1-AS1","identity","migrating+mature",0.00800000000000001,NA,NA,NA,NA
0.724990540249712,0.315332491952506,0.17,0.161,1,"THBS3","identity","migrating+mature",0.00900000000000001,NA,NA,NA,NA
0.725452607608411,0.346701999398158,0.126,0.12,1,"MED16","identity","migrating+mature",0.006,NA,NA,NA,NA
0.730980167509437,0.317857369801949,0.176,0.171,1,"CCDC32","identity","migrating+mature",0.00499999999999998,NA,NA,NA,NA
0.74387639101229,0.329421440576621,0.111,0.104,1,"AC012360.3","identity","migrating+mature",0.00700000000000001,NA,NA,NA,NA
0.755766953748344,0.306516540709262,0.158,0.152,1,"RARA-AS1","identity","migrating+mature",0.006,NA,NA,NA,NA
0.759470755013011,0.629128827523582,0.114,0.111,1,"SLC2A6","identity","migrating+mature",0.003,NA,NA,NA,NA
0.761109635313655,0.276058225470679,0.147,0.142,1,"STARD10","identity","migrating+mature",0.005,NA,NA,NA,NA
0.762521991877087,0.2903709757994,0.147,0.161,1,"SULF2","identity","migrating+mature",-0.014,NA,NA,NA,NA
0.763006713531406,0.264799905700241,0.182,0.177,1,"PPM1E","identity","migrating+mature",0.005,NA,NA,NA,NA
0.772214417213556,0.356888046591371,0.182,0.18,1,"ATAD5","identity","migrating+mature",0.002,NA,NA,NA,NA
0.783212841699147,0.288345872740104,0.194,0.19,1,"MLLT6","identity","migrating+mature",0.004,NA,NA,NA,NA
0.787915605955519,0.373611989802073,0.15,0.146,1,"ARL10","identity","migrating+mature",0.004,NA,NA,NA,NA
0.794650303434262,0.319883909393452,0.094,0.101,1,"SLC39A9","identity","migrating+mature",-0.00700000000000001,NA,NA,NA,NA
0.799773626227857,0.262028824386794,0.141,0.133,1,"PYGO1","identity","migrating+mature",0.00799999999999998,NA,NA,NA,NA
0.805763523746216,0.376564387433266,0.123,0.12,1,"ZNF280D","identity","migrating+mature",0.003,NA,NA,NA,NA
0.810877872379045,0.382251554257029,0.106,0.101,1,"SLX4","identity","migrating+mature",0.00499999999999999,NA,NA,NA,NA
0.813209111110284,0.271403961388546,0.1,0.095,1,"DDX54","identity","migrating+mature",0.005,NA,NA,NA,NA
0.814349351925099,0.364441185042579,0.176,0.174,1,"PHF12","identity","migrating+mature",0.002,NA,NA,NA,NA
0.815476346290221,0.315443955315637,0.167,0.165,1,"SCAP","identity","migrating+mature",0.002,NA,NA,NA,NA
0.822796857385745,0.332064603884521,0.238,0.247,1,"STAT3","identity","migrating+mature",-0.00900000000000001,NA,NA,NA,NA
0.829666951314518,0.250639071163975,0.141,0.139,1,"SFR1","identity","migrating+mature",0.00199999999999997,NA,NA,NA,NA
0.830100284534137,0.279611003986664,0.208,0.222,1,"GMEB1","identity","migrating+mature",-0.014,NA,NA,NA,NA
0.84030725764147,0.314125678504074,0.097,0.104,1,"RNF6","identity","migrating+mature",-0.00699999999999999,NA,NA,NA,NA
0.844685060834057,0.315769938009492,0.12,0.117,1,"LAMP2","identity","migrating+mature",0.00299999999999999,NA,NA,NA,NA
0.84694868955405,0.372149418976376,0.15,0.146,1,"DOCK4","identity","migrating+mature",0.004,NA,NA,NA,NA
0.858870517521586,0.271776521693165,0.123,0.12,1,"MED9","identity","migrating+mature",0.003,NA,NA,NA,NA
0.859417171322418,0.250494010256607,0.1,0.095,1,"CYP3A5","identity","migrating+mature",0.005,NA,NA,NA,NA
0.860546434971185,0.370214622854408,0.147,0.149,1,"ZNF507","identity","migrating+mature",-0.002,NA,NA,NA,NA
0.860586097621347,0.265220968225386,0.111,0.108,1,"DDAH1","identity","migrating+mature",0.003,NA,NA,NA,NA
0.863796472790078,0.288984726677128,0.176,0.187,1,"TEX264","identity","migrating+mature",-0.011,NA,NA,NA,NA
0.869321419686506,0.260907717987676,0.144,0.142,1,"FAM207A","identity","migrating+mature",0.002,NA,NA,NA,NA
