"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","stage","reference","specificity","n_donors","donors_positive","donor_support","median_donor_effect"
0.488288663244658,0.422397744920166,0.144,0.122,1,"WWP1","migrating","identity+mature",0.022,NA,NA,NA,NA
0.489178880526214,0.400908260011582,0.305,0.291,1,"ADAM10","migrating","identity+mature",0.014,NA,NA,NA,NA
0.489209891088052,0.451127027392008,0.339,0.336,1,"GSK3A","migrating","identity+mature",0.003,NA,NA,NA,NA
0.4893513009232,0.27118119907552,0.263,0.241,1,"DCHS1","migrating","identity+mature",0.022,NA,NA,NA,NA
0.490427124961492,0.334697895304013,0.136,0.117,1,"FAM234B","migrating","identity+mature",0.019,NA,NA,NA,NA
0.491612179867888,0.757952921176334,0.119,0.098,1,"RAI14","migrating","identity+mature",0.021,NA,NA,NA,NA
0.491790240079364,0.28225853381765,0.254,0.232,1,"FBRSL1","migrating","identity+mature",0.022,NA,NA,NA,NA
0.49206560763379,0.542399654907771,0.127,0.108,1,"CCDC22","migrating","identity+mature",0.019,NA,NA,NA,NA
0.492705597827928,0.307476398938867,0.11,0.089,1,"HDAC9","migrating","identity+mature",0.021,NA,NA,NA,NA
0.493019471800936,0.4274845600494,0.161,0.141,1,"LARP4B","migrating","identity+mature",0.02,NA,NA,NA,NA
0.493540818080008,0.295596086002195,0.119,0.098,1,"LIPE-AS1","migrating","identity+mature",0.021,NA,NA,NA,NA
0.49379272024322,0.497420137380912,0.212,0.187,1,"A1BG","migrating","identity+mature",0.025,NA,NA,NA,NA
0.493863469917085,0.33269661981363,0.297,0.286,1,"ZNF827","migrating","identity+mature",0.011,NA,NA,NA,NA
0.494106822445278,0.280478569861428,0.161,0.137,1,"PACRG","migrating","identity+mature",0.024,NA,NA,NA,NA
0.494749381490391,0.566109208146351,0.102,0.083,1,"TUBD1","migrating","identity+mature",0.019,NA,NA,NA,NA
0.495023664193937,0.26487062686776,0.212,0.187,1,"MCAT","migrating","identity+mature",0.025,NA,NA,NA,NA
0.495302046020407,0.347236918610205,0.144,0.122,1,"DZIP1","migrating","identity+mature",0.022,NA,NA,NA,NA
0.495664201109482,0.324874021864693,0.144,0.126,1,"MTFMT","migrating","identity+mature",0.018,NA,NA,NA,NA
0.495708278654771,0.286302484916603,0.169,0.15,1,"TMEM80","migrating","identity+mature",0.019,NA,NA,NA,NA
0.49664147280137,0.310898207928932,0.347,0.34,1,"ILKAP","migrating","identity+mature",0.00699999999999995,NA,NA,NA,NA
0.496809971480076,0.537855344935231,0.195,0.18,1,"CARD19","migrating","identity+mature",0.015,NA,NA,NA,NA
0.497349021270457,0.31069149483374,0.271,0.25,1,"HIST2H2BE","migrating","identity+mature",0.021,NA,NA,NA,NA
0.49735267043214,0.365775773699761,0.331,0.317,1,"GGPS1","migrating","identity+mature",0.014,NA,NA,NA,NA
0.497687304451322,0.548885851468004,0.212,0.202,1,"TRUB2","migrating","identity+mature",0.00999999999999998,NA,NA,NA,NA
0.498069306007169,0.276940095532701,0.203,0.178,1,"ABCB7","migrating","identity+mature",0.025,NA,NA,NA,NA
0.498275221284933,0.251702215224472,0.254,0.234,1,"KCTD17","migrating","identity+mature",0.02,NA,NA,NA,NA
0.498980025676192,0.602739898805242,0.11,0.093,1,"AC002310.1","migrating","identity+mature",0.017,NA,NA,NA,NA
0.499302578171045,0.323886122161934,0.263,0.25,1,"RHNO1","migrating","identity+mature",0.013,NA,NA,NA,NA
0.499883701491003,0.695824000651714,0.102,0.085,1,"INTS7","migrating","identity+mature",0.017,NA,NA,NA,NA
0.500647090593879,0.433539953187422,0.119,0.098,1,"WDR3","migrating","identity+mature",0.021,NA,NA,NA,NA
0.501236643427617,0.402536384747005,0.195,0.176,1,"CENPT","migrating","identity+mature",0.019,NA,NA,NA,NA
0.50230711863803,0.448093008859271,0.102,0.085,1,"AC009113.1","migrating","identity+mature",0.017,NA,NA,NA,NA
0.502340555740958,0.262717988067647,0.186,0.16,1,"SETD9","migrating","identity+mature",0.026,NA,NA,NA,NA
0.503183342537325,0.261621330925226,0.39,0.371,1,"TSEN34","migrating","identity+mature",0.019,NA,NA,NA,NA
0.503246328760768,0.43921528148622,0.144,0.126,1,"SHMT2","migrating","identity+mature",0.018,NA,NA,NA,NA
0.5035545076905,0.274947464587226,0.458,0.468,1,"RAB21","migrating","identity+mature",-0.01,NA,NA,NA,NA
0.503809456348012,0.354435729051926,0.169,0.147,1,"PEX26","migrating","identity+mature",0.022,NA,NA,NA,NA
0.503820499139107,0.281557078418073,0.424,0.417,1,"ARMH4","migrating","identity+mature",0.00700000000000001,NA,NA,NA,NA
0.50516602094004,0.481167234649735,0.169,0.154,1,"SRBD1","migrating","identity+mature",0.015,NA,NA,NA,NA
0.505435106493218,0.29822223541753,0.22,0.2,1,"BMI1","migrating","identity+mature",0.02,NA,NA,NA,NA
0.506885319384933,0.4277473569372,0.229,0.21,1,"NUAK1","migrating","identity+mature",0.019,NA,NA,NA,NA
0.507028322194594,0.428798330012853,0.127,0.108,1,"ZNF329","migrating","identity+mature",0.019,NA,NA,NA,NA
0.507109550279651,0.267755965447284,0.144,0.122,1,"SETDB2","migrating","identity+mature",0.022,NA,NA,NA,NA
0.507304371570296,0.267878022422928,0.195,0.171,1,"AAGAB","migrating","identity+mature",0.024,NA,NA,NA,NA
0.50769144159675,0.743563104069066,0.102,0.087,1,"RAB15","migrating","identity+mature",0.015,NA,NA,NA,NA
0.508889917263792,0.298645328868144,0.297,0.263,1,"ZNF71","migrating","identity+mature",0.034,NA,NA,NA,NA
0.509672775406302,0.457353588376207,0.11,0.091,1,"SLC50A1","migrating","identity+mature",0.019,NA,NA,NA,NA
0.509726833237322,0.316470684441427,0.169,0.148,1,"ERCC3","migrating","identity+mature",0.021,NA,NA,NA,NA
0.510704816989874,0.339384613208269,0.136,0.115,1,"HKR1","migrating","identity+mature",0.021,NA,NA,NA,NA
0.51080508424412,0.269194379116775,0.229,0.202,1,"FRY","migrating","identity+mature",0.027,NA,NA,NA,NA
0.511479705260331,0.383137207043431,0.144,0.126,1,"PI4KB","migrating","identity+mature",0.018,NA,NA,NA,NA
0.512201121668451,0.313906614933871,0.331,0.315,1,"ZMYND8","migrating","identity+mature",0.016,NA,NA,NA,NA
0.51400816505914,0.716679379184309,0.119,0.102,1,"AGK","migrating","identity+mature",0.017,NA,NA,NA,NA
0.515379153420324,0.543734989485258,0.144,0.128,1,"TMEM181","migrating","identity+mature",0.016,NA,NA,NA,NA
0.51587237929178,0.316410105400598,0.246,0.224,1,"TSFM","migrating","identity+mature",0.022,NA,NA,NA,NA
0.516869069967129,0.363082645599996,0.229,0.213,1,"TRAPPC9","migrating","identity+mature",0.016,NA,NA,NA,NA
0.516895253660866,0.416779830966296,0.136,0.119,1,"PCED1A","migrating","identity+mature",0.017,NA,NA,NA,NA
0.517649978940548,0.308794885420384,0.136,0.117,1,"DIO3","migrating","identity+mature",0.019,NA,NA,NA,NA
0.518262255863639,0.557509236059239,0.153,0.135,1,"WDR12","migrating","identity+mature",0.018,NA,NA,NA,NA
0.518475351523431,0.319521855698644,0.11,0.093,1,"LZTS3","migrating","identity+mature",0.017,NA,NA,NA,NA
0.518586845678692,0.423903369619691,0.254,0.236,1,"XKR6","migrating","identity+mature",0.018,NA,NA,NA,NA
0.518855718855639,0.262582414167015,0.347,0.345,1,"FSD1L","migrating","identity+mature",0.002,NA,NA,NA,NA
0.519308787643942,0.371643248768671,0.186,0.165,1,"CEP70","migrating","identity+mature",0.021,NA,NA,NA,NA
0.519348099885646,0.303426129625624,0.229,0.212,1,"FBRS","migrating","identity+mature",0.017,NA,NA,NA,NA
0.519520355944908,0.267440071986167,0.203,0.184,1,"LRP8","migrating","identity+mature",0.019,NA,NA,NA,NA
0.520962062640081,0.337520218790101,0.119,0.098,1,"DXO","migrating","identity+mature",0.021,NA,NA,NA,NA
0.520998524076737,0.485336253636008,0.331,0.315,1,"PDZD4","migrating","identity+mature",0.016,NA,NA,NA,NA
0.521007375272899,0.401777231760964,0.254,0.239,1,"UGGT1","migrating","identity+mature",0.015,NA,NA,NA,NA
0.521567042107354,0.324087998749997,0.28,0.254,1,"APIP","migrating","identity+mature",0.026,NA,NA,NA,NA
0.522577590975079,0.27348578334328,0.246,0.226,1,"FOXK2","migrating","identity+mature",0.02,NA,NA,NA,NA
0.522623358389565,0.760132325930264,0.102,0.085,1,"CHUK","migrating","identity+mature",0.017,NA,NA,NA,NA
0.523239415471222,0.381968657436604,0.11,0.093,1,"AC021504.1","migrating","identity+mature",0.017,NA,NA,NA,NA
0.523932232821621,0.396889208870014,0.144,0.124,1,"MCUB","migrating","identity+mature",0.02,NA,NA,NA,NA
0.525039256238251,0.360861840779462,0.136,0.117,1,"STX10","migrating","identity+mature",0.019,NA,NA,NA,NA
0.526173285712608,0.518031618774676,0.153,0.134,1,"AKAP1","migrating","identity+mature",0.019,NA,NA,NA,NA
0.526339331735475,0.261543220775805,0.144,0.124,1,"ZNF34","migrating","identity+mature",0.02,NA,NA,NA,NA
0.52798591069738,0.385816150353701,0.127,0.108,1,"AC137767.1","migrating","identity+mature",0.019,NA,NA,NA,NA
0.529339838151303,0.273655833261438,0.356,0.343,1,"DGCR6L","migrating","identity+mature",0.013,NA,NA,NA,NA
0.529562702388715,0.298949866606783,0.288,0.275,1,"GALNT2","migrating","identity+mature",0.013,NA,NA,NA,NA
0.531023991522013,0.503262890226665,0.119,0.104,1,"CRLS1","migrating","identity+mature",0.015,NA,NA,NA,NA
0.531716736813835,0.526299684792606,0.161,0.143,1,"TRIM41","migrating","identity+mature",0.018,NA,NA,NA,NA
0.532198995956913,0.304747105973865,0.212,0.193,1,"RBCK1","migrating","identity+mature",0.019,NA,NA,NA,NA
0.532253309386402,0.387880342138933,0.136,0.119,1,"TIGD1","migrating","identity+mature",0.017,NA,NA,NA,NA
0.533168595273301,0.323304858658307,0.203,0.186,1,"SMUG1","migrating","identity+mature",0.017,NA,NA,NA,NA
0.533327552002494,0.289880966441924,0.195,0.176,1,"TRAP1","migrating","identity+mature",0.019,NA,NA,NA,NA
0.533343819823367,0.664124765463658,0.127,0.109,1,"SCLT1","migrating","identity+mature",0.018,NA,NA,NA,NA
0.533375017278608,0.250062274615442,0.297,0.286,1,"MRPL40","migrating","identity+mature",0.011,NA,NA,NA,NA
0.5350265865601,0.319792707520794,0.178,0.156,1,"MIS18A","migrating","identity+mature",0.022,NA,NA,NA,NA
0.535896221123055,0.344938753328197,0.237,0.217,1,"TMED8","migrating","identity+mature",0.02,NA,NA,NA,NA
0.536585147943456,0.295120833293253,0.356,0.338,1,"ZCCHC3","migrating","identity+mature",0.018,NA,NA,NA,NA
0.536876512582029,0.442513320118148,0.102,0.085,1,"TPPP3","migrating","identity+mature",0.017,NA,NA,NA,NA
0.537670753666572,0.462471606556905,0.22,0.197,1,"ANKRD36B","migrating","identity+mature",0.023,NA,NA,NA,NA
0.541190256256237,0.512171968594067,0.102,0.085,1,"LYRM9","migrating","identity+mature",0.017,NA,NA,NA,NA
0.541930616675159,0.484250898576799,0.153,0.132,1,"MZF1","migrating","identity+mature",0.021,NA,NA,NA,NA
0.54205684948601,0.349485039247106,0.144,0.126,1,"PCDHB9","migrating","identity+mature",0.018,NA,NA,NA,NA
0.542293849256491,0.291343837565955,0.229,0.215,1,"TPST1","migrating","identity+mature",0.014,NA,NA,NA,NA
0.54269921233578,0.25423294515087,0.195,0.232,1,"AKAP17A","migrating","identity+mature",-0.037,NA,NA,NA,NA
0.543217240844972,0.304810240791205,0.161,0.143,1,"ARSD","migrating","identity+mature",0.018,NA,NA,NA,NA
0.543397135214618,0.372350589748773,0.153,0.135,1,"TCHP","migrating","identity+mature",0.018,NA,NA,NA,NA
0.544999254740004,0.286005460874048,0.347,0.315,1,"DLG3","migrating","identity+mature",0.032,NA,NA,NA,NA
0.54547339537322,0.264145035835291,0.271,0.252,1,"PLEKHB2","migrating","identity+mature",0.019,NA,NA,NA,NA
0.54752645701085,0.275103964393733,0.136,0.117,1,"GNE","migrating","identity+mature",0.019,NA,NA,NA,NA
0.547657180418903,0.397926196761631,0.195,0.178,1,"LINC00665","migrating","identity+mature",0.017,NA,NA,NA,NA
0.547796435669239,0.594839129635955,0.11,0.095,1,"FARS2","migrating","identity+mature",0.015,NA,NA,NA,NA
0.548230573887084,0.26125281116151,0.254,0.236,1,"RAB30","migrating","identity+mature",0.018,NA,NA,NA,NA
0.548770158329427,0.418453062067763,0.229,0.212,1,"TET3","migrating","identity+mature",0.017,NA,NA,NA,NA
0.549013574542638,0.489797317191301,0.161,0.143,1,"ABCA1","migrating","identity+mature",0.018,NA,NA,NA,NA
0.54949290499218,0.337827606194114,0.127,0.109,1,"KCTD2","migrating","identity+mature",0.018,NA,NA,NA,NA
0.549994354937419,0.530420854755457,0.144,0.126,1,"LINC00672","migrating","identity+mature",0.018,NA,NA,NA,NA
0.550073083090898,0.522426706250495,0.102,0.087,1,"PLPP1","migrating","identity+mature",0.015,NA,NA,NA,NA
0.550823360360382,0.29356503695897,0.237,0.289,1,"STOX2","migrating","identity+mature",-0.052,NA,NA,NA,NA
0.551338818846112,0.427323434016563,0.178,0.158,1,"UTP3","migrating","identity+mature",0.02,NA,NA,NA,NA
0.551767271416968,0.293432873579427,0.178,0.163,1,"MRPS18A","migrating","identity+mature",0.015,NA,NA,NA,NA
0.552448133615696,0.387734458811891,0.144,0.126,1,"DRAM2","migrating","identity+mature",0.018,NA,NA,NA,NA
0.553063243936344,0.37438944400889,0.161,0.147,1,"CRTC3","migrating","identity+mature",0.014,NA,NA,NA,NA
0.55318012271106,0.336435987758023,0.186,0.167,1,"ZNF576","migrating","identity+mature",0.019,NA,NA,NA,NA
0.553263442019828,0.373632605446261,0.246,0.226,1,"MAST1","migrating","identity+mature",0.02,NA,NA,NA,NA
0.553363114328777,0.268357913352958,0.314,0.312,1,"ZFP37","migrating","identity+mature",0.002,NA,NA,NA,NA
0.553856366656316,0.357871951496163,0.136,0.117,1,"RXRB","migrating","identity+mature",0.019,NA,NA,NA,NA
0.553954367121877,0.482872577884547,0.161,0.145,1,"SLC12A2","migrating","identity+mature",0.016,NA,NA,NA,NA
0.554282021000713,0.256998854179809,0.288,0.28,1,"DIDO1","migrating","identity+mature",0.00799999999999995,NA,NA,NA,NA
0.55476761604549,0.366823758112096,0.136,0.119,1,"AC009403.1","migrating","identity+mature",0.017,NA,NA,NA,NA
0.555447771509646,0.547189160187783,0.11,0.095,1,"COPS7A","migrating","identity+mature",0.015,NA,NA,NA,NA
0.555720700980311,0.373919340291803,0.161,0.141,1,"KCTD1","migrating","identity+mature",0.02,NA,NA,NA,NA
0.556019370777296,0.431334848427664,0.127,0.109,1,"AC005332.5","migrating","identity+mature",0.018,NA,NA,NA,NA
0.556769396492311,0.410318478625155,0.203,0.189,1,"CAB39L","migrating","identity+mature",0.014,NA,NA,NA,NA
0.557554472447517,0.27275033868629,0.288,0.276,1,"CCDC30","migrating","identity+mature",0.012,NA,NA,NA,NA
0.557844422710959,0.451487097265734,0.212,0.193,1,"DPH5","migrating","identity+mature",0.019,NA,NA,NA,NA
0.558772669621816,0.505248197684023,0.186,0.171,1,"ZNF330","migrating","identity+mature",0.015,NA,NA,NA,NA
0.559125760960673,0.270137600810711,0.169,0.152,1,"CCNT1","migrating","identity+mature",0.017,NA,NA,NA,NA
0.560298375447829,0.961250327556017,0.102,0.089,1,"EPHB6","migrating","identity+mature",0.013,NA,NA,NA,NA
0.560556062992903,0.44326258178678,0.322,0.321,1,"ARMC10","migrating","identity+mature",0.001,NA,NA,NA,NA
0.560733147611189,0.672280427126967,0.153,0.139,1,"RASA2","migrating","identity+mature",0.014,NA,NA,NA,NA
0.56139687013657,0.294627969646081,0.22,0.2,1,"ZBTB43","migrating","identity+mature",0.02,NA,NA,NA,NA
0.56241985182551,0.296146281950486,0.398,0.397,1,"DPM3","migrating","identity+mature",0.001,NA,NA,NA,NA
0.56243753335021,0.526030612645786,0.169,0.154,1,"DIRAS1","migrating","identity+mature",0.015,NA,NA,NA,NA
0.562832762512701,0.273349408183742,0.288,0.265,1,"MAEA","migrating","identity+mature",0.023,NA,NA,NA,NA
0.563877120802829,0.368632150717473,0.161,0.145,1,"SLC39A1","migrating","identity+mature",0.016,NA,NA,NA,NA
0.564000388723389,0.335298969432056,0.331,0.327,1,"MINDY3","migrating","identity+mature",0.004,NA,NA,NA,NA
0.564577809623836,0.471413926363963,0.102,0.087,1,"SAP130","migrating","identity+mature",0.015,NA,NA,NA,NA
0.564698799617931,0.35027610655775,0.136,0.117,1,"TAF1B","migrating","identity+mature",0.019,NA,NA,NA,NA
0.565833195239136,0.563162812020683,0.144,0.128,1,"NCK1-DT","migrating","identity+mature",0.016,NA,NA,NA,NA
0.566038343223048,0.465623289921136,0.102,0.087,1,"STON2","migrating","identity+mature",0.015,NA,NA,NA,NA
0.566697193658938,0.550823769725904,0.169,0.158,1,"SLC52A2","migrating","identity+mature",0.011,NA,NA,NA,NA
0.567208351514087,0.304454428845499,0.195,0.178,1,"FAM189B","migrating","identity+mature",0.017,NA,NA,NA,NA
0.567389242074717,0.250581927880745,0.28,0.265,1,"MRPL23","migrating","identity+mature",0.015,NA,NA,NA,NA
0.569473445958629,0.287053117006168,0.203,0.182,1,"LTA4H","migrating","identity+mature",0.021,NA,NA,NA,NA
0.569773088497345,0.356704723620842,0.127,0.113,1,"B3GALT4","migrating","identity+mature",0.014,NA,NA,NA,NA
0.56984781862875,0.340883933768414,0.322,0.31,1,"ST7","migrating","identity+mature",0.012,NA,NA,NA,NA
0.570202209666642,0.348024030772704,0.237,0.224,1,"PCAT7","migrating","identity+mature",0.013,NA,NA,NA,NA
0.570611143460241,0.722573991132115,0.136,0.126,1,"PROCA1","migrating","identity+mature",0.01,NA,NA,NA,NA
0.5718354898316,0.373914390026128,0.093,0.117,1,"TIGD3","migrating","identity+mature",-0.024,NA,NA,NA,NA
0.572700650713064,0.274190743368283,0.237,0.223,1,"TBC1D15","migrating","identity+mature",0.014,NA,NA,NA,NA
0.573042552548952,0.262063175202377,0.186,0.167,1,"CNDP2","migrating","identity+mature",0.019,NA,NA,NA,NA
0.574690108845066,0.333935458955773,0.356,0.343,1,"SMAD5","migrating","identity+mature",0.013,NA,NA,NA,NA
0.575096263843309,0.267737057460121,0.314,0.306,1,"FBXO3","migrating","identity+mature",0.00800000000000001,NA,NA,NA,NA
0.576336522865124,0.558915875398763,0.127,0.113,1,"CTPS2","migrating","identity+mature",0.014,NA,NA,NA,NA
0.576753225895899,0.550351588177033,0.11,0.096,1,"PRMT9","migrating","identity+mature",0.014,NA,NA,NA,NA
0.578328804100734,0.494888831341243,0.186,0.169,1,"NUDT16","migrating","identity+mature",0.017,NA,NA,NA,NA
0.578525540984517,0.530961847175893,0.102,0.087,1,"MTMR1","migrating","identity+mature",0.015,NA,NA,NA,NA
0.578850069118785,0.335662439740537,0.161,0.141,1,"RETREG1","migrating","identity+mature",0.02,NA,NA,NA,NA
0.579051448178516,0.27312033431627,0.203,0.184,1,"C10orf88","migrating","identity+mature",0.019,NA,NA,NA,NA
0.580493733336172,0.282807342952533,0.263,0.252,1,"MAP3K2","migrating","identity+mature",0.011,NA,NA,NA,NA
0.582337711004538,0.342914606244226,0.161,0.147,1,"NF2","migrating","identity+mature",0.014,NA,NA,NA,NA
0.582438340095447,0.488421156640598,0.153,0.137,1,"ZCCHC2","migrating","identity+mature",0.016,NA,NA,NA,NA
0.582459190671497,0.29832937713452,0.305,0.301,1,"PPIL1","migrating","identity+mature",0.004,NA,NA,NA,NA
0.583181082179244,0.256659701375975,0.246,0.23,1,"LONRF1","migrating","identity+mature",0.016,NA,NA,NA,NA
0.585961960399488,0.435718307126918,0.11,0.096,1,"RBM45","migrating","identity+mature",0.014,NA,NA,NA,NA
0.588623561545846,0.415844508928709,0.246,0.236,1,"ARFIP1","migrating","identity+mature",0.01,NA,NA,NA,NA
0.591156580463437,0.37884432417596,0.271,0.269,1,"POP4","migrating","identity+mature",0.002,NA,NA,NA,NA
0.592337459320079,0.332460723026,0.119,0.104,1,"DTNB","migrating","identity+mature",0.015,NA,NA,NA,NA
0.594468235061203,0.391501143910646,0.11,0.095,1,"SPIRE2","migrating","identity+mature",0.015,NA,NA,NA,NA
0.595098041208735,0.374756538154924,0.127,0.111,1,"GNL3L","migrating","identity+mature",0.016,NA,NA,NA,NA
0.595238338432636,0.398190928747256,0.11,0.096,1,"FUZ","migrating","identity+mature",0.014,NA,NA,NA,NA
0.595907212091272,0.263360903872559,0.136,0.119,1,"SUSD4","migrating","identity+mature",0.017,NA,NA,NA,NA
0.596788895678837,0.283145136633249,0.314,0.31,1,"PCBD1","migrating","identity+mature",0.004,NA,NA,NA,NA
0.596881909421497,0.444726023682869,0.314,0.321,1,"RCHY1","migrating","identity+mature",-0.00700000000000001,NA,NA,NA,NA
0.59711526955938,0.309995511471416,0.127,0.111,1,"MAFG-DT","migrating","identity+mature",0.016,NA,NA,NA,NA
0.597758389228817,0.265624174877536,0.271,0.265,1,"GPHN","migrating","identity+mature",0.006,NA,NA,NA,NA
0.599963628169307,0.358152920487277,0.119,0.104,1,"DBF4","migrating","identity+mature",0.015,NA,NA,NA,NA
0.600121003313849,0.359322002703174,0.102,0.087,1,"MTF1","migrating","identity+mature",0.015,NA,NA,NA,NA
0.60018266224684,0.619526290447065,0.119,0.106,1,"PEX3","migrating","identity+mature",0.013,NA,NA,NA,NA
0.601263566474026,0.294727434071856,0.144,0.174,1,"FBXO30","migrating","identity+mature",-0.03,NA,NA,NA,NA
0.602375679195069,0.322246452919401,0.102,0.087,1,"SEC24A","migrating","identity+mature",0.015,NA,NA,NA,NA
0.604703321330226,0.366872043580148,0.212,0.197,1,"UIMC1","migrating","identity+mature",0.015,NA,NA,NA,NA
0.605152468121587,0.415110553556453,0.178,0.163,1,"GLMN","migrating","identity+mature",0.015,NA,NA,NA,NA
0.605282385134313,0.363363670714017,0.153,0.139,1,"SASS6","migrating","identity+mature",0.014,NA,NA,NA,NA
0.606348798693483,0.456776340789272,0.136,0.122,1,"AC091271.1","migrating","identity+mature",0.014,NA,NA,NA,NA
0.607223236666117,0.287854887018417,0.212,0.258,1,"AGPS","migrating","identity+mature",-0.046,NA,NA,NA,NA
0.60743217490645,0.457018982873394,0.161,0.145,1,"PTPA","migrating","identity+mature",0.016,NA,NA,NA,NA
0.607442808345695,0.343603131435199,0.153,0.139,1,"SPTY2D1","migrating","identity+mature",0.014,NA,NA,NA,NA
0.607710876068419,0.373959738107856,0.339,0.336,1,"TENM3","migrating","identity+mature",0.003,NA,NA,NA,NA
0.607805855555104,0.356874500793609,0.119,0.106,1,"CCDC84","migrating","identity+mature",0.013,NA,NA,NA,NA
0.607889349735883,0.495637661288646,0.712,0.77,1,"CDKN1C","migrating","identity+mature",-0.058,NA,NA,NA,NA
0.60812880183609,0.42358304572904,0.102,0.089,1,"UBA6-AS1","migrating","identity+mature",0.013,NA,NA,NA,NA
0.608685087209967,0.406360434609214,0.237,0.221,1,"ANXA5","migrating","identity+mature",0.016,NA,NA,NA,NA
0.608808647196069,0.70615906848029,0.136,0.126,1,"ZNF682","migrating","identity+mature",0.01,NA,NA,NA,NA
0.609162487157486,0.305433063136463,0.102,0.087,1,"CABLES2","migrating","identity+mature",0.015,NA,NA,NA,NA
0.609311079964423,0.297409917298606,0.22,0.21,1,"NOL11","migrating","identity+mature",0.01,NA,NA,NA,NA
0.610433916498508,0.294562113352283,0.119,0.104,1,"BCKDK","migrating","identity+mature",0.015,NA,NA,NA,NA
0.610874225421524,0.356982723576372,0.195,0.184,1,"PPOX","migrating","identity+mature",0.011,NA,NA,NA,NA
0.611882292584488,0.561664627718063,0.102,0.089,1,"PTPN13","migrating","identity+mature",0.013,NA,NA,NA,NA
0.613363811861782,0.393944008057587,0.127,0.111,1,"PLBD2","migrating","identity+mature",0.016,NA,NA,NA,NA
0.613382003171519,0.342910643688495,0.271,0.263,1,"LPIN1","migrating","identity+mature",0.00800000000000001,NA,NA,NA,NA
0.613822102737066,0.338964238426953,0.212,0.199,1,"MARK4","migrating","identity+mature",0.013,NA,NA,NA,NA
0.614958986649748,0.37677759278316,0.254,0.252,1,"IQCE","migrating","identity+mature",0.002,NA,NA,NA,NA
0.616399961861104,0.491337123302812,0.102,0.089,1,"SERAC1","migrating","identity+mature",0.013,NA,NA,NA,NA
0.617083178162878,0.264327646077481,0.339,0.328,1,"ILF3-DT","migrating","identity+mature",0.011,NA,NA,NA,NA
0.617617459150951,0.487883036773628,0.203,0.199,1,"LANCL2","migrating","identity+mature",0.004,NA,NA,NA,NA
0.619009414779827,0.261154585553288,0.144,0.13,1,"ZNF112","migrating","identity+mature",0.014,NA,NA,NA,NA
0.619330375346599,0.329284452081782,0.297,0.295,1,"FAM120AOS","migrating","identity+mature",0.002,NA,NA,NA,NA
0.619718775327206,0.334423658341157,0.102,0.124,1,"FUT9","migrating","identity+mature",-0.022,NA,NA,NA,NA
0.620201624306635,0.443815435725166,0.153,0.141,1,"SLC25A12","migrating","identity+mature",0.012,NA,NA,NA,NA
0.621781493221462,0.435373511184072,0.169,0.16,1,"SLC35C2","migrating","identity+mature",0.00900000000000001,NA,NA,NA,NA
0.622115205173062,0.317268012566162,0.398,0.408,1,"LZIC","migrating","identity+mature",-0.00999999999999995,NA,NA,NA,NA
0.624613230478186,0.338529692089979,0.127,0.113,1,"LMBRD2","migrating","identity+mature",0.014,NA,NA,NA,NA
0.625295885390009,0.549704916520836,0.127,0.113,1,"EED","migrating","identity+mature",0.014,NA,NA,NA,NA
0.626194952435573,0.4873029262008,0.195,0.187,1,"TMEM65","migrating","identity+mature",0.00800000000000001,NA,NA,NA,NA
0.627302250426633,0.259551876872144,0.28,0.271,1,"SIKE1","migrating","identity+mature",0.00900000000000001,NA,NA,NA,NA
0.627395230351168,0.347812782285532,0.127,0.111,1,"COQ8B","migrating","identity+mature",0.016,NA,NA,NA,NA
0.627425267028772,0.254165925890682,0.254,0.239,1,"NDUFA7","migrating","identity+mature",0.015,NA,NA,NA,NA
0.628493550714486,0.437159873759674,0.297,0.295,1,"THUMPD3","migrating","identity+mature",0.002,NA,NA,NA,NA
0.628979276339734,0.408046714391814,0.127,0.115,1,"LDLRAD3","migrating","identity+mature",0.012,NA,NA,NA,NA
0.629267712133354,0.478876177380708,0.169,0.154,1,"HPRT1","migrating","identity+mature",0.015,NA,NA,NA,NA
0.630039849883096,0.380581471853504,0.102,0.089,1,"RINT1","migrating","identity+mature",0.013,NA,NA,NA,NA
0.630801390429012,0.469394476796547,0.102,0.089,1,"CENPS","migrating","identity+mature",0.013,NA,NA,NA,NA
0.631241023667372,0.330551042349298,0.144,0.169,1,"TM7SF3","migrating","identity+mature",-0.025,NA,NA,NA,NA
0.631416059093187,0.287309938689198,0.153,0.141,1,"GUF1","migrating","identity+mature",0.012,NA,NA,NA,NA
0.631845830422352,0.322477934412695,0.169,0.156,1,"U2AF1L4","migrating","identity+mature",0.013,NA,NA,NA,NA
0.633988367506077,0.427574020720765,0.136,0.122,1,"TECPR1","migrating","identity+mature",0.014,NA,NA,NA,NA
0.634107164148451,1.10314776983206,0.102,0.091,1,"PRSS23","migrating","identity+mature",0.011,NA,NA,NA,NA
0.634989191046413,0.420094123860442,0.297,0.293,1,"BIRC2","migrating","identity+mature",0.004,NA,NA,NA,NA
0.635577554511511,0.318093875121523,0.178,0.165,1,"CREBL2","migrating","identity+mature",0.013,NA,NA,NA,NA
0.637753157324899,0.257524514397699,0.144,0.132,1,"JMJD8","migrating","identity+mature",0.012,NA,NA,NA,NA
0.641877733407212,0.29366247430653,0.237,0.226,1,"ZNF143","migrating","identity+mature",0.011,NA,NA,NA,NA
