dataset	n_genes	n_cells	neg	pos	detect_sec	stage_sec	diagnostics_sec	total_sec	detect_time	stage_time	diagnostics_time	total_time
Mouse HypoMap	57362	2174	2000	174	0.392658233642578	0.142829895019531	0.00771093368530273	0.545899152755737	0s	0s	0s	1s
