dataset	n_genes	n_cells	neg	pos	detect_sec	stage_sec	diagnostics_sec	total_sec	detect_time	stage_time	diagnostics_time	total_time
Human HypoMap	60333	2400	2000	400	0.494537830352783	0.197244882583618	0.00720381736755371	0.701689958572388	0s	0s	0s	1s
