dataset	n_genes	n_cells	neg	pos	detect_sec	stage_sec	diagnostics_sec	total_sec	detect_time	stage_time	diagnostics_time	total_time
Human hPSC	33538	2400	1743	657	0.392904996871948	0.152025938034058	0.00739502906799316	0.555246114730835	0s	0s	0s	1s
