dataset	n_genes	n_cells	neg	pos	detect_sec	stage_sec	diagnostics_sec	total_sec	detect_time	stage_time	diagnostics_time	total_time
Human ME	36602	2161	2000	161	0.44057297706604	0.201750040054321	0.00709915161132812	0.652121067047119	0s	0s	0s	1s
