gene	avg_log2FC	p_val_adj	method_support	pct.1	pct.2	specificity	pct1	pct2	spec	coexpr	coexpr_flag	score
Slc12a7	2.12829824011646	4.12001582530603e-07	1	0.0919540229885057	0.0145	0.0774540229885057	0.0919540229885057	0.0145	0.0774540229885057	0.298376545684363	TRUE	0.0103383677375378
Dmrtb1	2.39018461781478	1.47523961139768e-05	1	0.0919540229885057	0.017	0.0749540229885057	0.0919540229885057	0.017	0.0749540229885057	0.274312015343183	TRUE	0.0103295654994335
Smarca2	1.03062843107242	8.10027148438255e-09	1	0.695402298850575	0.4115	0.283902298850575	0.695402298850575	0.4115	0.283902298850575	0.0610722116164075	TRUE	0.0103289980986091
Snca	0.924916737561643	1.19263604454295e-06	1	0.528735632183908	0.282	0.246735632183908	0.528735632183908	0.282	0.246735632183908	0.0893803581541385	TRUE	0.0102806684205186
Tspan13	0.459708784856237	0.0039860752796111	1	0.632183908045977	0.41	0.222183908045977	0.632183908045977	0.41	0.222183908045977	0.180646070151728	TRUE	0.0101688326960103
Rpl14-ps1	1.34681058343121	2.84694658771116e-06	1	0.183908045977011	0.054	0.129908045977011	0.183908045977011	0.054	0.129908045977011	0.192072286258399	TRUE	0.00998925507032833
Cox20	0.763050742738476	0.000780258978695432	1	0.459770114942529	0.248	0.211770114942529	0.459770114942529	0.248	0.211770114942529	0.131413345157837	TRUE	0.00998052513387381
Palmd	1.17463472816205	0.0299070025518245	1	0.17816091954023	0.0705	0.10766091954023	0.17816091954023	0.0705	0.10766091954023	0.268146437407829	TRUE	0.00992120986896522
Gstp1	0.952623466431304	9.62607301913887e-07	1	0.517241379310345	0.283	0.234241379310345	0.517241379310345	0.283	0.234241379310345	0.0890793544964376	TRUE	0.00990909621009741
Krt25	3.37424311353827	0.000151958768981909	1	0.0574712643678161	0.0075	0.0499712643678161	0.0574712643678161	0.0075	0.0499712643678161	0.347123715002747	TRUE	0.00972594546869099
Vti1b	0.684383576570232	0.00234666522738013	1	0.660919540229885	0.4515	0.209419540229885	0.660919540229885	0.4515	0.209419540229885	0.119857796374693	TRUE	0.00968016648698205
Islr2	1.56921680465086	0.000757871739189057	1	0.149425287356322	0.047	0.102425287356322	0.149425287356322	0.047	0.102425287356322	0.224566324137663	TRUE	0.00967102002308774
Gdnf	6.33973522031999	2.32175991505752e-12	1	0.0459770114942529	0.001	0.0449770114942529	0.0459770114942529	0.001	0.0449770114942529	0.224491710534551	TRUE	0.00951388406132782
Rassf4	1.34941799263353	0.036924855778461	1	0.126436781609195	0.0415	0.0849367816091954	0.126436781609195	0.0415	0.0849367816091954	0.333717788309335	TRUE	0.00942722410740633
Arc	2.3471397996925	2.26818593834201e-07	1	0.149425287356322	0.036	0.113425287356322	0.149425287356322	0.036	0.113425287356322	0.131705149171423	TRUE	0.0093948340111073
C1d	0.893349121018832	0.0209143619460797	1	0.632183908045977	0.429	0.203183908045977	0.632183908045977	0.429	0.203183908045977	0.093269152805426	TRUE	0.00933030273240886
1700001L19Rik	1.07268604994692	0.00111367871023409	1	0.281609195402299	0.1255	0.156109195402299	0.281609195402299	0.1255	0.156109195402299	0.148061212860477	TRUE	0.0091199256476148
Zfp365	1.28893824630217	0.00432675264866106	1	0.339080459770115	0.1775	0.161580459770115	0.339080459770115	0.1775	0.161580459770115	0.106405505837958	TRUE	0.00894461997157802
Wdr6	0.73375919623476	0.0175853351331909	1	0.586206896551724	0.389	0.197206896551724	0.586206896551724	0.389	0.197206896551724	0.114772999827675	TRUE	0.00881386332540466
Gng3	0.382277331224765	0.0300889088678727	1	0.770114942528736	0.53	0.240114942528736	0.770114942528736	0.53	0.240114942528736	0.157817495413615	TRUE	0.00881162721641108
Cngb1	2.1136496404387	0.0030197468214389	1	0.0977011494252874	0.024	0.0737011494252874	0.0977011494252874	0.024	0.0737011494252874	0.260044771057832	TRUE	0.00877668848875773
Gm10837	4.67307753258646	3.85997989002825e-10	1	0.0517241379310345	0.0025	0.0492241379310345	0.0517241379310345	0.0025	0.0492241379310345	0.241433410283858	TRUE	0.00875488742673513
E2f6	1.26099749883058	0.035250309477548	1	0.252873563218391	0.1215	0.131373563218391	0.252873563218391	0.1215	0.131373563218391	0.151370859409145	TRUE	0.00874060826017297
Eif3e	0.687666267922144	0.0111889181815717	1	0.528735632183908	0.326	0.202735632183908	0.528735632183908	0.326	0.202735632183908	0.123917077132218	TRUE	0.00870730422762247
Tekt2	1.92106065495887	1.42376284607651e-05	1	0.132183908045977	0.033	0.099183908045977	0.132183908045977	0.033	0.099183908045977	0.173841078447408	TRUE	0.00834736600187889
Map1b	0.729404099942587	1.55127540902598e-06	1	0.85632183908046	0.655	0.20132183908046	0.85632183908046	0.655	0.20132183908046	0.0885608524950773	TRUE	0.00834151334108856
Rpl3-ps1	1.39256960735933	0.000761669374604262	1	0.183908045977011	0.0655	0.118408045977011	0.183908045977011	0.0655	0.118408045977011	0.16789467137357	TRUE	0.0082292615481847
